,product_sub_group_id,product_sub_group_coef_sales,sale_date_id,reg_date_count,cheque_id_x,cheque_id_y
723,1290,53.45118093774876,27,1,746,5364
724,1291,478.5875143122517,28,0,5180,5923
725,1292,36.01791142834954,28,0,218,5133
726,1293,304.0853950002443,28,0,1830,1604
727,1295,158.27656335440795,25,3,1116,2841
728,1296,104.83358623487506,18,10,1522,3623
729,1297,554.1924769045631,28,0,16037,21064
730,1298,-3.0051688904916456,1,27,1,222
731,1299,30.682009130076704,28,0,274,4488
732,1300,1145.0576799333585,28,0,10143,25542
733,1301,256.0705351145723,27,1,878,3415
734,1302,46.51901528543803,27,1,307,3433
735,1303,165.99929639463045,22,6,134,324
736,1304,1556.138231207987,28,0,3724,14270
737,1305,33.588396915183665,10,18,46,365
738,1306,305.84863648904536,27,1,1319,2238
739,1307,823.887210313032,28,0,3295,3879
740,1309,11.11111111111111,10,18,11,99
741,1310,16.734279918864097,7,21,9,103
742,1311,163.10057911871988,28,0,935,863
743,1312,243.3023529310743,28,0,715,600
744,1313,333.2367661779426,28,0,406,230
745,1314,17.350282089943327,24,4,80,826
746,1317,2196.8469974842324,27,1,1038,3168
747,1318,758.2103165276886,26,2,491,768
748,1319,1517.5959599780688,28,0,13992,21976
749,1320,231.03153387476257,28,0,4349,11873
750,1321,424.7607023032609,28,0,1435,4533
751,1322,489.7687696503255,28,0,4746,10930
752,1323,243.46995477761945,27,1,1363,4720
753,1324,5.32951532510038,28,0,648,9468
754,1325,97.04736981999716,28,0,2241,8977
755,1326,1303.8362305126388,28,0,462,687
756,1327,3822.2201921794795,28,0,2371,635
757,1329,61.06541829380014,28,0,199,1716
758,1330,404422.02391488384,28,0,5196,4
759,1331,30.62128097783983,28,0,5266,38035
760,1332,3544.9447021160895,28,0,41003,10982
761,1333,408.1835827325742,16,12,749,858
762,1334,78.16184945315787,12,16,179,247
763,1335,49.162335154336176,28,0,1688,8144
764,1337,16.079182588815854,22,6,61,568
765,1338,8.46279931104393,28,0,820,12487
766,1339,8.63974870092073,28,0,409,4599
767,1340,86.77456239859355,24,4,48,433
768,1341,-0.08261049153242463,2,26,2,2421
769,1342,37.61673863849103,28,0,12595,37733
770,1343,84.4159591127307,28,0,9223,21282
771,1344,31.61648368261004,28,0,16307,58064
772,1346,32.03553161078833,19,9,30,205
773,1347,10.104460580579797,28,0,467,3189
774,1348,11.830466212200928,28,0,2155,13975
775,1349,369.4339656588571,28,0,677,3480
776,1350,59.76100253729338,28,0,819,4384
777,1351,8.090043159347236,28,0,823,10045
778,1353,8.263072407804453,28,0,523,5706
779,1354,9.445508890251379,28,0,157,1631
780,1355,8.454974981825952,28,0,343,4017
781,1356,101.86949385953326,13,15,18,79
782,1358,170.53878564860048,28,0,2027,9871
783,1359,303.62188148030856,28,0,9307,8868
784,1360,82.09322701616031,28,0,3924,4115
785,1362,-0.07733952049497293,1,27,1,1293
786,1364,1490.308244345708,28,0,2603,1563
787,1366,25.353848035977588,27,1,257,1005
788,1367,49.361328007227534,28,0,150,1006
789,1368,11.079325021657274,28,0,473,782
790,1369,1504.5498049641217,28,0,5298,1378
791,1370,71.42932159931937,28,0,1484,4535
